,address,city,cuisines,latitude,longitude,menupageurl,name,postalcode,websites
17887,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17888,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17889,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17890,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17891,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17892,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17893,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17894,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17895,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17896,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17897,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17898,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17899,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17900,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17901,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17902,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17903,1140 N Azusa Ave,Covina,Mexican,34.100378,-117.907259,,Pepe's Finest Mexican Food,91722,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4hs9zatqIVxVyvuBShaRMvRE_Xnirb-pqqNciyjib41R6u3C5cXhGZ5eBbgatCr6FR7eXSCB7UCYCD1lyRf_Wf-7n_hpG4Jg_rMZxVdgdLeMbD5ud5fX5eOFKt_6RdxEWOVTi3fl2E2gaqr2GKCoa2WozRvz3H7pLt_LbYJwxTB4PiUF2ISXSZLuPIwI-SG9_5cCsiQ9IFRz60DlIdmjnf6d-7Ihr73Lu32ORA-h8Q7M-noI4YDeYi_p6kfLsjD60oZ0ythhbkLXLCYb8Ou7DHWt6DhF0Y8tVLCS5eLEmWvXQKMe6rvybANYnnjHK4H9BNnJSk0VLkvfOMD7f26Z591jTBOvHSLfV27iKmZJoRfA&placement=listing_profile.c&cs_user=unknown&cs_session=3eecd1e2d0994e71cf00bf5c301b0f44419c544e
17904,3801 Yosemite Blvd,Modesto,"Mexican,Latin American Restaurants",37.63825,-120.92657,,Taqueria El Maguey,95357,http://www.tacoselmaguey.com
17905,3801 Yosemite Blvd,Modesto,"Mexican,Latin American Restaurants",37.63825,-120.92657,,Taqueria El Maguey,95357,http://www.tacoselmaguey.com
17906,3801 Yosemite Blvd,Modesto,"Mexican,Latin American Restaurants",37.63825,-120.92657,,Taqueria El Maguey,95357,http://www.tacoselmaguey.com
17907,3801 Yosemite Blvd,Modesto,"Mexican,Latin American Restaurants",37.63825,-120.92657,,Taqueria El Maguey,95357,http://www.tacoselmaguey.com
17996,3309 Gulf Beach Hwy,Pensacola,Mexican,,,,Cactus Flower Cafe West,32507,http://cactusflowercafe.net
17997,3309 Gulf Beach Hwy,Pensacola,Mexican,,,,Cactus Flower Cafe West,32507,http://cactusflowercafe.net
17998,3309 Gulf Beach Hwy,Pensacola,Mexican,,,,Cactus Flower Cafe West,32507,http://cactusflowercafe.net
17999,3309 Gulf Beach Hwy,Pensacola,Mexican,,,,Cactus Flower Cafe West,32507,http://cactusflowercafe.net
18003,1835 Highland Ave,National City,Mexican Restaurants,32.669205,-117.095245,,Mi Tierra Super Taco,91950,http://www.mitierrasupertaco.com
18004,1835 Highland Ave,National City,Mexican Restaurants,32.669205,-117.095245,,Mi Tierra Super Taco,91950,http://www.mitierrasupertaco.com
18005,1835 Highland Ave,National City,Mexican Restaurants,32.669205,-117.095245,,Mi Tierra Super Taco,91950,http://www.mitierrasupertaco.com
18006,1835 Highland Ave,National City,Mexican Restaurants,32.669205,-117.095245,,Mi Tierra Super Taco,91950,http://www.mitierrasupertaco.com
18007,1835 Highland Ave,National City,Mexican Restaurants,32.669205,-117.095245,,Mi Tierra Super Taco,91950,http://www.mitierrasupertaco.com
18008,1835 Highland Ave,National City,Mexican Restaurants,32.669205,-117.095245,,Mi Tierra Super Taco,91950,http://www.mitierrasupertaco.com
18026,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18027,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18028,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18029,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18030,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18031,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18032,3025 Industrial Rd,Las Vegas,Mexican,36.135012,-115.171429,,El Dorado Cantina,89109,http://eldoradovegas.com/
18045,13816 Old Columbia Pike,Silver Spring,Mexican Restaurants,39.083551168,-76.952409016,http://www.yellowpages.com/silver-spring-md/mip/lapalapa-3-22798430/menu,La Palapa 3,20904,http://www.lapalapa3again.com
18046,13816 Old Columbia Pike,Silver Spring,Mexican Restaurants,39.083551168,-76.952409016,http://www.yellowpages.com/silver-spring-md/mip/lapalapa-3-22798430/menu,La Palapa 3,20904,http://www.lapalapa3again.com
18060,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18061,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18062,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18063,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18064,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18065,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18066,514 State Route 32,Highland Mills,Mexican Restaurants,41.34727,-74.12618,,Tacos Express,10930,http://tacosexpressdeli.jigsy.com
18112,47 Park Ave,Rutherford,Latin American Restaurants,40.827510833,-74.103622436,,Restaurante Azteca,7070,http://aztecamexcuisine.com
18113,47 Park Ave,Rutherford,Latin American Restaurants,40.827510833,-74.103622436,,Restaurante Azteca,7070,http://aztecamexcuisine.com
18114,47 Park Ave,Rutherford,Latin American Restaurants,40.827510833,-74.103622436,,Restaurante Azteca,7070,http://aztecamexcuisine.com
18263,4589 James Madison Pkwy,Dahlgren,Mexican,38.34981,-77.05218,,Pancho Villa,22448,
18264,4589 James Madison Pkwy,Dahlgren,Mexican,38.34981,-77.05218,,Pancho Villa,22448,
18265,4589 James Madison Pkwy,Dahlgren,Mexican,38.34981,-77.05218,,Pancho Villa,22448,
18266,4589 James Madison Pkwy,Dahlgren,Mexican,38.34981,-77.05218,,Pancho Villa,22448,
18267,4589 James Madison Pkwy,Dahlgren,Mexican,38.34981,-77.05218,,Pancho Villa,22448,
