,address,city,cuisines,latitude,longitude,menupageurl,name,postalcode,websites
71394,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71395,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71396,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71397,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71398,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71399,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71400,648 S Main St,Algonquin,Latin American Restaurants,42.16303,-88.29637,,Algonquin Mexican Restaurant,60102,
71415,13920 Promenade Commons St,Gainesville,Mexican,38.788735,-77.606929,,Uncle Julio's - Gainesville,20155,http://www.unclejulios.com/locations/gainesville/
71416,13920 Promenade Commons St,Gainesville,Mexican,38.788735,-77.606929,,Uncle Julio's - Gainesville,20155,http://www.unclejulios.com/locations/gainesville/
71417,13920 Promenade Commons St,Gainesville,Mexican,38.788735,-77.606929,,Uncle Julio's - Gainesville,20155,http://www.unclejulios.com/locations/gainesville/
71418,13920 Promenade Commons St,Gainesville,Mexican,38.788735,-77.606929,,Uncle Julio's - Gainesville,20155,http://www.unclejulios.com/locations/gainesville/
71450,3215 Dredge Dr,Helena,Mexican Restaurants,46.618706,-112.02256,,Taco Del Mar,59602,http://www.tacodelmar.com
71467,180 S 900 W,Salt Lake City,Mexican Restaurants,40.76505,-111.91686,,Chunga's,84104,http://www.chungasmexican.com
71703,100 Genesee St,Auburn,Latin American Restaurants,42.931392833,-76.5669411,,Mesa Grande,13021,http://mesagrandetaqueria.com
71704,100 Genesee St,Auburn,Latin American Restaurants,42.931392833,-76.5669411,,Mesa Grande,13021,http://mesagrandetaqueria.com
71705,100 Genesee St,Auburn,Latin American Restaurants,42.931392833,-76.5669411,,Mesa Grande,13021,http://mesagrandetaqueria.com
71706,100 Genesee St,Auburn,Latin American Restaurants,42.931392833,-76.5669411,,Mesa Grande,13021,http://mesagrandetaqueria.com
71707,100 Genesee St,Auburn,Latin American Restaurants,42.931392833,-76.5669411,,Mesa Grande,13021,http://mesagrandetaqueria.com
71708,5655 W Valencia Rd,Tucson,Mexican / Southwestern,32.132785,-111.081209,,Tequila Factory,85757,http://www.casinodelsol.com/tucson-dining/bars-tucson-az/tequila-factory
71709,5655 W Valencia Rd,Tucson,Mexican / Southwestern,32.132785,-111.081209,,Tequila Factory,85757,http://www.casinodelsol.com/tucson-dining/bars-tucson-az/tequila-factory
71710,5655 W Valencia Rd,Tucson,Mexican / Southwestern,32.132785,-111.081209,,Tequila Factory,85757,http://www.casinodelsol.com/tucson-dining/bars-tucson-az/tequila-factory
71711,5655 W Valencia Rd,Tucson,Mexican / Southwestern,32.132785,-111.081209,,Tequila Factory,85757,http://www.casinodelsol.com/tucson-dining/bars-tucson-az/tequila-factory
71726,2400 Mount Vernon Ave,Alexandria,Mexican,38.827137,-77.058849,,Taqueria el Poblano,22301,http://taqueriapoblano.com
71727,2400 Mount Vernon Ave,Alexandria,Mexican,38.827137,-77.058849,,Taqueria el Poblano,22301,http://taqueriapoblano.com
71728,2400 Mount Vernon Ave,Alexandria,Mexican,38.827137,-77.058849,,Taqueria el Poblano,22301,http://taqueriapoblano.com
71858,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71859,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71860,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71861,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71862,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71863,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71864,3158 E 6200 S,Salt Lake City,Mexican,40.63507,-111.8041,,Luna Blanca Taqueria,84121,
71964,5832 S 144th St,Omaha,Mexican Restaurants,41.199484483,-96.139777994,,Lina's Mexican Restaurant,68137,http://linasmexicanfood.com
71966,1581 S Mission Rd,Fallbrook,Mexican Restaurants,33.364382421,-117.249759635,,El Jardin Mexican Restaurant,92028,http://www.eljardinfallbrook.com
71967,1581 S Mission Rd,Fallbrook,Mexican Restaurants,33.364382421,-117.249759635,,El Jardin Mexican Restaurant,92028,http://www.eljardinfallbrook.com
72214,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72215,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72216,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72217,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72218,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72219,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72220,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72221,195 E Taylor St,San Jose,Mexican,37.351125,-121.896229,http://www.citysearch.com/profile/menu/35772043?singlePlatformId=cielito-lindo-restaurant-3,Cielito Lindo,95112,http://cielitolindo1.com
72224,8238 W Appleton Ave,Milwaukee,Mexican,43.103386,-88.01475,,Burrito Bueno,53218,http://burritobueno.net
72225,8238 W Appleton Ave,Milwaukee,Mexican,43.103386,-88.01475,,Burrito Bueno,53218,http://burritobueno.net
72252,3699 Mckinney Ave,Dallas,Mexican,32.8088164,-96.7959529,,Mi Cocina West Village,75204,
72253,3699 Mckinney Ave,Dallas,Mexican,32.8088164,-96.7959529,,Mi Cocina West Village,75204,
72254,3699 Mckinney Ave,Dallas,Mexican,32.8088164,-96.7959529,,Mi Cocina West Village,75204,
72255,3699 Mckinney Ave,Dallas,Mexican,32.8088164,-96.7959529,,Mi Cocina West Village,75204,
72256,3699 Mckinney Ave,Dallas,Mexican,32.8088164,-96.7959529,,Mi Cocina West Village,75204,
72283,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72284,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72285,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72286,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72287,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72288,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72289,8080 Forest Hills Rd,Loves Park,Mexican,42.340897,-89.018524,,Quique's Taqueria,61111,
72362,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72363,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72364,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72365,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72366,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72367,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72368,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72369,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72370,8201 Germantown Ave,Philadelphia,Mexican,40.073702,-75.202618,,El Poquito,19118,http://www.elpoquito.com/
72426,808 King St,Alexandria,Mexican,38.805034,-77.048506,,Don Taco,22314,http://www.dontacova.com/
72427,808 King St,Alexandria,Mexican,38.805034,-77.048506,,Don Taco,22314,http://www.dontacova.com/
72428,808 King St,Alexandria,Mexican,38.805034,-77.048506,,Don Taco,22314,http://www.dontacova.com/
72429,247 Piikea Ave,Kihei,Latin American Restaurants,20.752291441,-156.449110507,,Maui Tacos,96753,https://www.mauitacos.com
72430,247 Piikea Ave,Kihei,Latin American Restaurants,20.752291441,-156.449110507,,Maui Tacos,96753,https://www.mauitacos.com
72431,247 Piikea Ave,Kihei,Latin American Restaurants,20.752291441,-156.449110507,,Maui Tacos,96753,https://www.mauitacos.com
72432,247 Piikea Ave,Kihei,Latin American Restaurants,20.752291441,-156.449110507,,Maui Tacos,96753,https://www.mauitacos.com
72433,247 Piikea Ave,Kihei,Latin American Restaurants,20.752291441,-156.449110507,,Maui Tacos,96753,https://www.mauitacos.com
72434,247 Piikea Ave,Kihei,Latin American Restaurants,20.752291441,-156.449110507,,Maui Tacos,96753,https://www.mauitacos.com
72541,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72542,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72543,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72544,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72545,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72546,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72547,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72548,29975 Alicia Pkwy,Laguna Niguel,Latin American Restaurants,33.527172,-117.71665,,Chelas Mexican Grill,92677,http://www.chelasmexicangrill.com
72563,1140 Seabreeze Blvd,Fort Lauderdale,Mexican,26.108418,-80.106807,,Dos Caminos - Fort Lauderdale - Permanently Closed,33316,http://www.doscaminos.com/
72597,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72598,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72599,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72600,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72601,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72602,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72603,8340 E 49th,Denver,Mexican,39.782603,-104.891346,,La Sandia Stapleton,80238,http://www.richardsandoval.com/lasandiacantina/
72687,115 1/2 S 4th St W,Missoula,Mexican,46.865977,-113.998119,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8Tr_5Qbi9f0NGxuemt_Fw5dsaIMRN-4MNITBp9KbvDspaeLeOCMbMfp4dGl9teFDWtSCpqCP79SKaUgG8ffzTIAjoMI1-wVYtcpUTClUYIlxPVkkeNi4q-_O5J3KMb39cQIJPZkp1kmd17erfPbU5YNFtW5P1jRoEXunFQI2ZwejUJs-jaLnuF5zxxzj3LXEk9i__jffRSwfcEXd8rolCLWBGNA2K-OGQ2_g9fq8JexbiDItqdmaUSRdDDaxy6EN2jgJIV7Tnvkodewz-BdIY33GFoHe3ZgewE5OveRr6V9sKvIedmqpTOETOCWLSmfqlR4nwq8KwKy0yptFEXFRCq1B5GYOcf2WI_WEr9Xb3wHpwU_nQxyeJw2JDPEiUvQ-L1hWqm0pJHxyHwKMiZcTdiF3AEsBv83EXwEWW3ztxEvXYo&placement=listing_profile&cs_user=unknown&cs_session=5d10b0ea1e336c1b3a6bd3a1813dc833eb015109,Taco Sano,59801,http://tacosano.net
72688,115 1/2 S 4th St W,Missoula,Mexican,46.865977,-113.998119,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8Tr_5Qbi9f0NGxuemt_Fw5dsaIMRN-4MNITBp9KbvDspaeLeOCMbMfp4dGl9teFDWtSCpqCP79SKaUgG8ffzTIAjoMI1-wVYtcpUTClUYIlxPVkkeNi4q-_O5J3KMb39cQIJPZkp1kmd17erfPbU5YNFtW5P1jRoEXunFQI2ZwejUJs-jaLnuF5zxxzj3LXEk9i__jffRSwfcEXd8rolCLWBGNA2K-OGQ2_g9fq8JexbiDItqdmaUSRdDDaxy6EN2jgJIV7Tnvkodewz-BdIY33GFoHe3ZgewE5OveRr6V9sKvIedmqpTOETOCWLSmfqlR4nwq8KwKy0yptFEXFRCq1B5GYOcf2WI_WEr9Xb3wHpwU_nQxyeJw2JDPEiUvQ-L1hWqm0pJHxyHwKMiZcTdiF3AEsBv83EXwEWW3ztxEvXYo&placement=listing_profile&cs_user=unknown&cs_session=5d10b0ea1e336c1b3a6bd3a1813dc833eb015109,Taco Sano,59801,http://tacosano.net
72689,115 1/2 S 4th St W,Missoula,Mexican,46.865977,-113.998119,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8Tr_5Qbi9f0NGxuemt_Fw5dsaIMRN-4MNITBp9KbvDspaeLeOCMbMfp4dGl9teFDWtSCpqCP79SKaUgG8ffzTIAjoMI1-wVYtcpUTClUYIlxPVkkeNi4q-_O5J3KMb39cQIJPZkp1kmd17erfPbU5YNFtW5P1jRoEXunFQI2ZwejUJs-jaLnuF5zxxzj3LXEk9i__jffRSwfcEXd8rolCLWBGNA2K-OGQ2_g9fq8JexbiDItqdmaUSRdDDaxy6EN2jgJIV7Tnvkodewz-BdIY33GFoHe3ZgewE5OveRr6V9sKvIedmqpTOETOCWLSmfqlR4nwq8KwKy0yptFEXFRCq1B5GYOcf2WI_WEr9Xb3wHpwU_nQxyeJw2JDPEiUvQ-L1hWqm0pJHxyHwKMiZcTdiF3AEsBv83EXwEWW3ztxEvXYo&placement=listing_profile&cs_user=unknown&cs_session=5d10b0ea1e336c1b3a6bd3a1813dc833eb015109,Taco Sano,59801,http://tacosano.net
72690,115 1/2 S 4th St W,Missoula,Mexican,46.865977,-113.998119,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8Tr_5Qbi9f0NGxuemt_Fw5dsaIMRN-4MNITBp9KbvDspaeLeOCMbMfp4dGl9teFDWtSCpqCP79SKaUgG8ffzTIAjoMI1-wVYtcpUTClUYIlxPVkkeNi4q-_O5J3KMb39cQIJPZkp1kmd17erfPbU5YNFtW5P1jRoEXunFQI2ZwejUJs-jaLnuF5zxxzj3LXEk9i__jffRSwfcEXd8rolCLWBGNA2K-OGQ2_g9fq8JexbiDItqdmaUSRdDDaxy6EN2jgJIV7Tnvkodewz-BdIY33GFoHe3ZgewE5OveRr6V9sKvIedmqpTOETOCWLSmfqlR4nwq8KwKy0yptFEXFRCq1B5GYOcf2WI_WEr9Xb3wHpwU_nQxyeJw2JDPEiUvQ-L1hWqm0pJHxyHwKMiZcTdiF3AEsBv83EXwEWW3ztxEvXYo&placement=listing_profile&cs_user=unknown&cs_session=5d10b0ea1e336c1b3a6bd3a1813dc833eb015109,Taco Sano,59801,http://tacosano.net
72691,115 1/2 S 4th St W,Missoula,Mexican,46.865977,-113.998119,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8Tr_5Qbi9f0NGxuemt_Fw5dsaIMRN-4MNITBp9KbvDspaeLeOCMbMfp4dGl9teFDWtSCpqCP79SKaUgG8ffzTIAjoMI1-wVYtcpUTClUYIlxPVkkeNi4q-_O5J3KMb39cQIJPZkp1kmd17erfPbU5YNFtW5P1jRoEXunFQI2ZwejUJs-jaLnuF5zxxzj3LXEk9i__jffRSwfcEXd8rolCLWBGNA2K-OGQ2_g9fq8JexbiDItqdmaUSRdDDaxy6EN2jgJIV7Tnvkodewz-BdIY33GFoHe3ZgewE5OveRr6V9sKvIedmqpTOETOCWLSmfqlR4nwq8KwKy0yptFEXFRCq1B5GYOcf2WI_WEr9Xb3wHpwU_nQxyeJw2JDPEiUvQ-L1hWqm0pJHxyHwKMiZcTdiF3AEsBv83EXwEWW3ztxEvXYo&placement=listing_profile&cs_user=unknown&cs_session=5d10b0ea1e336c1b3a6bd3a1813dc833eb015109,Taco Sano,59801,http://tacosano.net
72692,1465 Siskiyou Blvd,Ashland,"Mexican,Mexican Restaurants",42.184273,-122.68943,,Milagros Fresh Mexican,97520,http://www.facebook.com/MilagrosAshland
72693,1465 Siskiyou Blvd,Ashland,"Mexican,Mexican Restaurants",42.184273,-122.68943,,Milagros Fresh Mexican,97520,http://www.facebook.com/MilagrosAshland
72694,1465 Siskiyou Blvd,Ashland,"Mexican,Mexican Restaurants",42.184273,-122.68943,,Milagros Fresh Mexican,97520,http://www.facebook.com/MilagrosAshland
72695,1465 Siskiyou Blvd,Ashland,"Mexican,Mexican Restaurants",42.184273,-122.68943,,Milagros Fresh Mexican,97520,http://www.facebook.com/MilagrosAshland
72717,216 5th Ave S,Nashville,Mexican,36.158095565,-86.777075085,,Bajo Sexto Taco,37203,http://bajosextotaco.com
72750,6517 Hollywood Blvd,Los Angeles,Latin American Restaurants,34.10159,-118.331635,,Los Burritos,90028,http://losburritosinc.com
72751,6517 Hollywood Blvd,Los Angeles,Latin American Restaurants,34.10159,-118.331635,,Los Burritos,90028,http://losburritosinc.com
72752,6517 Hollywood Blvd,Los Angeles,Latin American Restaurants,34.10159,-118.331635,,Los Burritos,90028,http://losburritosinc.com
72753,6517 Hollywood Blvd,Los Angeles,Latin American Restaurants,34.10159,-118.331635,,Los Burritos,90028,http://losburritosinc.com
72768,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72769,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72770,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72771,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72772,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72773,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72774,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72775,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72776,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72777,5885 US Highway 1,Rockledge,Mexican,28.254063544,-80.683816373,,Alamo Mexican Kitchen,32955,
72781,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72782,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72783,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72784,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72785,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72786,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72787,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72788,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72789,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72790,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72791,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72792,2473 S Higley Rd,Gilbert,Mexican Restaurants,33.305576,-111.72103,,Los Rubios Mexican Food,85295,
72803,219 Golden Gate Plz,Maumee,Mexican Restaurants,41.566294481,-83.652906417,,El Salto Authentic Mexican Restaurant,43537,http://www.restaurant.com/microsite.asp?rid=388386
72890,1431 Old Northern Blvd,Roslyn,Mexican,40.8005581,-73.649254,,Poco Loco,11576,http://www.pocolocorestaurant.net/
72891,1431 Old Northern Blvd,Roslyn,Mexican,40.8005581,-73.649254,,Poco Loco,11576,http://www.pocolocorestaurant.net/
72892,1431 Old Northern Blvd,Roslyn,Mexican,40.8005581,-73.649254,,Poco Loco,11576,http://www.pocolocorestaurant.net/
72893,1431 Old Northern Blvd,Roslyn,Mexican,40.8005581,-73.649254,,Poco Loco,11576,http://www.pocolocorestaurant.net/
72896,30560 Euclid Ave,Wickliffe,Mexican,41.62047,-81.45318,,El Charrito Mexican Restaurant,44092,http://bestmex.net/elcharrito
72897,30560 Euclid Ave,Wickliffe,Mexican,41.62047,-81.45318,,El Charrito Mexican Restaurant,44092,http://bestmex.net/elcharrito
72898,30560 Euclid Ave,Wickliffe,Mexican,41.62047,-81.45318,,El Charrito Mexican Restaurant,44092,http://bestmex.net/elcharrito
72908,341 E Liberty,Ann Arbor,Mexican,42.279449,-83.744545,,Isalita,48104,http://www.isalita.com/
72909,341 E Liberty,Ann Arbor,Mexican,42.279449,-83.744545,,Isalita,48104,http://www.isalita.com/
72910,341 E Liberty,Ann Arbor,Mexican,42.279449,-83.744545,,Isalita,48104,http://www.isalita.com/
72911,341 E Liberty,Ann Arbor,Mexican,42.279449,-83.744545,,Isalita,48104,http://www.isalita.com/
72912,341 E Liberty,Ann Arbor,Mexican,42.279449,-83.744545,,Isalita,48104,http://www.isalita.com/
72913,341 E Liberty,Ann Arbor,Mexican,42.279449,-83.744545,,Isalita,48104,http://www.isalita.com/
72960,155 S Palm Canyon Dr,Palm Springs,Latin American Restaurants,33.821873,-116.5468,,Maraca's,92262,http://palmspringsusa.com
72961,155 S Palm Canyon Dr,Palm Springs,Latin American Restaurants,33.821873,-116.5468,,Maraca's,92262,http://palmspringsusa.com
72962,155 S Palm Canyon Dr,Palm Springs,Latin American Restaurants,33.821873,-116.5468,,Maraca's,92262,http://palmspringsusa.com
72963,155 S Palm Canyon Dr,Palm Springs,Latin American Restaurants,33.821873,-116.5468,,Maraca's,92262,http://palmspringsusa.com
72967,6710 Spencer Hwy,Pasadena,Latin American Restaurants,29.66307,-95.135605,,La Silla,77505,http://lasilla.com
72968,6710 Spencer Hwy,Pasadena,Latin American Restaurants,29.66307,-95.135605,,La Silla,77505,http://lasilla.com
72969,6710 Spencer Hwy,Pasadena,Latin American Restaurants,29.66307,-95.135605,,La Silla,77505,http://lasilla.com
72970,6710 Spencer Hwy,Pasadena,Latin American Restaurants,29.66307,-95.135605,,La Silla,77505,http://lasilla.com
72971,6710 Spencer Hwy,Pasadena,Latin American Restaurants,29.66307,-95.135605,,La Silla,77505,http://lasilla.com
72993,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
72994,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
72995,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
72996,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
72997,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
72998,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
72999,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
73000,88 E Olive Ave,Fresno,Mexican,36.757583,-119.811003,http://www.citysearch.com/profile/menu/812577?singlePlatformId=el-cochinito-contento-2,El Cochinito Contento,93728,
