,longitude,latitude
1721,-117.9793,-117.9793
1722,-122.5344,-122.5344
1723,-124.072,-124.072
1724,-122.2187,-122.2187
1725,-121.9256,-121.9256
1726,-122.4076,-122.4076
1727,-121.8943,-121.8943
1728,-122.2356,-122.2356
1729,-122.4078,-122.4078
1730,-121.95,-121.95
1731,-117.3606,-117.3606
1732,-121.5287,-121.5287
1733,-121.6009,-121.6009
1734,-122.2917,-122.2917
1735,-120.0745,-120.0745
1736,-122.54,-122.54
1737,-122.8833,-122.8833
1738,-123.8161,-123.8161
1739,-121.8668,-121.8668
1740,-122.2339,-122.2339
1741,-122.3055,-122.3055
1742,-123.9718,-123.9718
1743,-121.9749,-121.9749
1744,-120.7772,-120.7772
1745,-122.4966,-122.4966
1746,-119.187,-119.187
1747,-122.3076,-122.3076
1748,-122.3219,-122.3219
1749,-122.0282,-122.0282
1750,-119.7085,-119.7085
1751,-122.645,-122.645
1752,-123.3749,-123.3749
1753,-123.2902,-123.2902
1754,-120.6599,-120.6599
1755,-122.3045,-122.3045
1756,-121.5763,-121.5763
1757,-123.2182,-123.2182
1758,-123.1742,-123.1742
1759,-122.1183,-122.1183
1760,-122.3234,-122.3234
1761,-123.8343,-123.8343
1762,-122.1979,-122.1979
1763,-121.7666,-121.7666
1764,-123.8165,-123.8165
1765,-121.6548,-121.6548
1766,-121.25,-121.25
1767,-123.7727,-123.7727
1768,-121.9418,-121.9418
1769,-121.1859,-121.1859
1770,-122.3431,-122.3431
1771,-121.7427,-121.7427
1772,-122.2719,-122.2719
1773,-122.3898,-122.3898
1774,-122.215,-122.215
1775,-121.6962,-121.6962
1776,-122.2214,-122.2214
1777,-121.5298,-121.5298
1778,-122.4331,-122.4331
1779,-122.7746,-122.7746
1780,-121.6314,-121.6314
1781,-123.3678,-123.3678
1782,-122.5958,-122.5958
1783,-122.2638,-122.2638
1784,-122.7515,-122.7515
1785,-121.4813,-121.4813
1786,-121.6708,-121.6708
1787,-122.202,-122.202
1788,-123.7194,-123.7194
1789,-122.4212,-122.4212
1790,-121.429,-121.429
1791,-122.5368,-122.5368
1792,-122.2763,-122.2763
1793,-122.1375,-122.1375
1794,-122.911,-122.911
1795,-122.528,-122.528
1796,-121.9883,-121.9883
1797,-122.3482,-122.3482
1798,-124.0556,-124.0556
1799,-121.9995,-121.9995
1800,-121.8135,-121.8135
1801,-121.9557,-121.9557
1802,-120.9783,-120.9783
1803,-123.3212,-123.3212
1804,-119.8345,-119.8345
1805,-122.741,-122.741
1806,-122.4428,-122.4428
1807,-120.8206,-120.8206
1808,-121.0161,-121.0161
1809,-88.51969,-88.51969
1810,-91.71295,-91.71295
1811,-90.0411,-90.0411
1812,-89.6965,-89.6965
1813,-88.16359,-88.16359
1814,-90.51659,-90.51659
1815,-89.67523,-89.67523
1816,-88.7829,-88.7829
1817,-90.51145,-90.51145
1818,-89.16425,-89.16425
1819,-90.444,-90.444
1820,-92.4573,-92.4573
1821,-90.7221,-90.7221
1822,-89.9905,-89.9905
1823,-91.3171,-91.3171
1824,-91.49319,-91.49319
1825,-90.42001,-90.42001
1826,-87.73608,-87.73608
1827,-92.03925,-92.03925
1828,-88.03413,-88.03413
1829,-90.43515,-90.43515
1830,-87.9604,-87.9604
1831,-91.59938,-91.59938
1832,-89.08323,-89.08323
1833,-89.3179,-89.3179
1834,-87.6779,-87.6779
1835,-88.0896,-88.0896
1836,-80.37878,-80.37878
1837,-80.11329,-80.11329
1838,-79.3434,-79.3434
1839,-79.42547,-79.42547
1840,-82.59822,-82.59822
1841,-80.60419,-80.60419
1842,-81.16211,-81.16211
1843,-79.43762,-79.43762
1844,-80.68192,-80.68192
1845,-81.85806,-81.85806
1846,-80.7582,-80.7582
1847,-80.03149,-80.03149
1848,-81.29745,-81.29745
1849,-77.9407,-77.9407
1850,-79.5375,-79.5375
1851,-81.70641,-81.70641
1852,-82.59348,-82.59348
1853,-78.49429,-78.49429
1854,-79.95418,-79.95418
1855,-81.1271,-81.1271
1856,-80.01335,-80.01335
1857,-79.3762,-79.3762
1858,-80.51374,-80.51374
1859,-79.3686,-79.3686
1860,-79.47325,-79.47325
1861,-79.4016,-79.4016
1862,-80.64685,-80.64685
1863,-78.94501,-78.94501
1864,-81.5722,-81.5722
1865,-81.095,-81.095
1866,-79.01405,-79.01405
1867,-80.9075,-80.9075
1868,-80.3616,-80.3616
1869,-80.17,-80.17
1870,-81.68124,-81.68124
1871,-79625.0,-79625.0
1872,-79.4593,-79.4593
1873,-82.28279,-82.28279
1874,-80.71875,-80.71875
1875,-80.23375,-80.23375
1876,-80.27,-80.27
1877,-80.1177,-80.1177
1878,-81.4625,-81.4625
1879,-81.08506,-81.08506
1880,-82.43855,-82.43855
1881,-80.6754,-80.6754
1882,-79.55928,-79.55928
1883,-79.1347,-79.1347
1884,-80.6385,-80.6385
1885,-110.0042,-110.0042
1886,-109.7935,-109.7935
1887,-109.6824,-109.6824
1888,-109.5113,-109.5113
1889,-110.4165,-110.4165
1890,-110.4165,-110.4165
1891,-110.5,-110.5
1892,-111.05,-111.05
1893,-110.5,-110.5
1894,-108.9245,-108.9245
1895,-156.75,-156.75
1896,-149.7667,-149.7667
1897,-132.7333,-132.7333
1898,-155.981,-155.981
1899,-142.7691,-142.7691
1900,-85.57415,-85.57415
1901,-85.8175,-85.8175
1902,-86.5653,-86.5653
1903,-86.255,-86.255
1904,-86.00004,-86.00004
1905,-86.2952,-86.2952
1906,-85.925,-85.925
1907,-86.97057,-86.97057
1908,-87.29,-87.29
1909,-88.34223,-88.34223
1910,-85.2222,-85.2222
1911,-85.21545,-85.21545
1912,-86.86,-86.86
1913,-85.7075,-85.7075
1914,-85.87055,-85.87055
1915,-87.5047,-87.5047
1916,-86.59747,-86.59747
1917,-87.95277,-87.95277
1918,-85.61766,-85.61766
1919,-87.28992,-87.28992
1920,-85.79889,-85.79889
1921,-85.86473,-85.86473
1922,-85.49103,-85.49103
1923,-87.3775,-87.3775
1924,-87.56807,-87.56807
1925,-85.08995,-85.08995
1926,-85.7894,-85.7894
1927,-92.25139,-92.25139
1928,-90.18444,-90.18444
1929,-93.8417,-93.8417
1930,-94.07806,-94.07806
1931,-93.76,-93.76
1932,-92.70348,-92.70348
1933,-92.58,-92.58
1934,-92.943,-92.943
1935,-93.23111,-93.23111
1936,-92.55472,-92.55472
1937,-92.44583,-92.44583
1938,-93.94389,-93.94389
1939,-94.0679,-94.0679
1940,-91.97,-91.97
1941,-93.17056,-93.17056
1942,-91.51528,-91.51528
1943,-90.95902,-90.95902
1944,-93.45042,-93.45042
1945,-93.42848,-93.42848
1946,-94.09966,-94.09966
1947,-92.22704,-92.22704
1948,-94.3457,-94.3457
1949,-91.48295,-91.48295
1950,-92.30753,-92.30753
1951,-110.9986,-110.9986
1952,-111.5228,-111.5228
1953,-110.175,-110.175
1954,-111.6259,-111.6259
1955,-109.355,-109.355
1956,-109.155,-109.155
1957,-111.8907,-111.8907
1958,-110.9583,-110.9583
1959,-109.14,-109.14
1960,-112.05,-112.05
1961,-112.0,-112.0
1962,-111.08,-111.08
1963,-111.7,-111.7
1964,-112.19,-112.19
1965,-111.375,-111.375
1966,-110.98,-110.98
1967,-110.9725,-110.9725
1968,-111.675,-111.675
1969,-110.0632,-110.0632
1970,-111.4925,-111.4925
1971,-111.4,-111.4
1972,-111.7101,-111.7101
1973,-110.177,-110.177
1974,-110.925,-110.925
1975,-112.0934,-112.0934
1976,-112.53,-112.53
1977,-109.9643,-109.9643
1978,-110.4829,-110.4829
1979,-109.11,-109.11
1980,-113.46,-113.46
1981,-110.85,-110.85
1982,-112.24,-112.24
1983,-111.375,-111.375
1984,-111.0946,-111.0946
1985,-109.9134,-109.9134
1986,-109.9648,-109.9648
1987,-110.5712,-110.5712
1988,-109.5601,-109.5601
1989,-109.7452,-109.7452
1990,-111.7099,-111.7099
1991,-111.7141,-111.7141
1992,-120.3292,-120.3292
1993,-123.9,-123.9
1994,-119.7111,-119.7111
1995,-120.8275,-120.8275
1996,-120.7053,-120.7053
1997,-119.9997,-119.9997
1998,-118.4244,-118.4244
1999,-119.2386,-119.2386
2000,-123.793,-123.793
2001,-119.984,-119.984
2002,-119.7275,-119.7275
2003,-119.9811,-119.9811
2004,-119.7489,-119.7489
2005,-121.0158,-121.0158
2006,-120.5414,-120.5414
2007,-120.0522,-120.0522
2008,-120.0522,-120.0522
2009,-120.0083,-120.0083
2010,-120.8169,-120.8169
2011,-120.0508,-120.0508
2012,-121.8881,-121.8881
2013,-119.9811,-119.9811
2014,-124.0644,-124.0644
2015,-118.9592,-118.9592
2016,-120.2867,-120.2867
2017,-120.1039,-120.1039
2018,-120.2667,-120.2667
2019,-119.0736,-119.0736
2020,-118.6744,-118.6744
2021,-120.6672,-120.6672
2022,-119.0139,-119.0139
2023,-121.0803,-121.0803
2024,-122.3906,-122.3906
2025,-120.0914,-120.0914
2026,-120.0914,-120.0914
2027,-123.7481,-123.7481
2028,-120.0397,-120.0397
2029,-121.7314,-121.7314
2030,-120.1547,-120.1547
2031,-119.9924,-119.9924
2032,-121.015,-121.015
2033,-123.8042,-123.8042
2034,-118.5272,-118.5272
2035,-121.2733,-121.2733
2036,-118.9689,-118.9689
2037,-119.4275,-119.4275
2038,-120.0389,-120.0389
2039,-123.6283,-123.6283
2040,-118.6078,-118.6078
2041,-116.7078,-116.7078
2042,-124.2006,-124.2006
2043,-118.3356,-118.3356
2044,-119.235,-119.235
2045,-120.3689,-120.3689
2046,-119.7519,-119.7519
2047,-123.1778,-123.1778
2048,-119.8208,-119.8208
2049,-120.2392,-120.2392
2050,-120.2603,-120.2603
2051,-123.2208,-123.2208
2052,-118.5821,-118.5821
2053,-120.5856,-120.5856
2054,-118.6092,-118.6092
2055,-123.4908,-123.4908
2056,-123.24,-123.24
2057,-119.8609,-119.8609
2058,-122.6986,-122.6986
2059,-121.42,-121.42
2060,-120.2636,-120.2636
2061,-120.4683,-120.4683
2062,-119.8208,-119.8208
2063,-120.8294,-120.8294
2064,-123.6581,-123.6581
2065,-119.8792,-119.8792
2066,-122.8719,-122.8719
2067,-120.8983,-120.8983
2068,-122.6361,-122.6361
2069,-122.33,-122.33
2070,-120.3536,-120.3536
2071,-124.0586,-124.0586
2072,-120.0047,-120.0047
2073,-122.585,-122.585
2074,-120.5619,-120.5619
2075,-123.115,-123.115
2076,-121.675,-121.675
2077,-118.9656,-118.9656
2078,-121.4822,-121.4822
2079,-120.5264,-120.5264
2080,-121.5027,-121.5027
2081,-122.7,-122.7
2082,-120.0491,-120.0491
2083,-123.15,-123.15
2084,-119.4626,-119.4626
2085,-118.5347,-118.5347
2086,-123.7,-123.7
2087,-120.0969,-120.0969
2088,-120.5764,-120.5764
2089,-118.9614,-118.9614
2090,-118.1729,-118.1729
2091,-120.6049,-120.6049
2092,-119.9501,-119.9501
2093,-118.9591,-118.9591
2094,-120.0023,-120.0023
2095,-120.0833,-120.0833
2096,-123.6667,-123.6667
2097,-121.9167,-121.9167
2098,-119.54,-119.54
2099,-123.375,-123.375
2100,-122.1675,-122.1675
2101,-118.225,-118.225
2102,-117.8333,-117.8333
2103,-120.7413,-120.7413
2104,-120.914,-120.914
2105,-120.1862,-120.1862
2106,-120.1666,-120.1666
2107,-122.2333,-122.2333
2108,-124.2,-124.2
2109,-123.4439,-123.4439
2110,-119.801,-119.801
2111,-120.4187,-120.4187
2112,-121.845,-121.845
2113,-120.245,-120.245
2114,-118.9386,-118.9386
2115,-118.8741,-118.8741
2116,-120.0416,-120.0416
2117,-118.1666,-118.1666
2118,-119.0,-119.0
2119,-119.2481,-119.2481
2120,-120.0825,-120.0825
2121,-118.3743,-118.3743
2122,-121.0479,-121.0479
2123,-123.292,-123.292
2124,-117.9667,-117.9667
2125,-118.2084,-118.2084
2126,-118.5333,-118.5333
2127,-119.864,-119.864
2128,-124.0101,-124.0101
2129,-120.0397,-120.0397
2130,-116.7,-116.7
2131,-120.125,-120.125
2132,-117.0416,-117.0416
2133,-119.2167,-119.2167
2134,-118.3804,-118.3804
2135,-118.375,-118.375
2136,-124.1417,-124.1417
2137,-118.625,-118.625
2138,-120.0459,-120.0459
2139,-116.6329,-116.6329
2140,-122.6417,-122.6417
2141,-116.7944,-116.7944
2142,-122.7,-122.7
2143,-118.4538,-118.4538
2144,-118.3302,-118.3302
2145,-119.118,-119.118
2146,-122.553,-122.553
2147,-118.6331,-118.6331
2148,-120.4036,-120.4036
2149,-117.1776,-117.1776
2150,-119.9,-119.9
2151,-112.6921,-112.6921
2152,-119.2044,-119.2044
2153,-119.152,-119.152
2154,-112.76,-112.76
2155,-112.9413,-112.9413
2156,-113.4698,-113.4698
2157,-114.7982,-114.7982
2158,-115.0964,-115.0964
2159,-117.18,-117.18
2160,-114.7861,-114.7861
2161,-117.7728,-117.7728
2162,-115.0944,-115.0944
2163,-115.09,-115.09
2164,-116.3651,-116.3651
2165,-125.2581,-125.2581
2166,-125.1676,-125.1676
2167,-116.1386,-116.1386
2168,-120.105,-120.105
2169,-124.2721,-124.2721
2170,-121.8,-121.8
2171,-125.5634,-125.5634
2172,-117.0654,-117.0654
2173,-121.85,-121.85
2174,-120.1173,-120.1173
2175,-122.5,-122.5
2176,-119.7497,-119.7497
2177,-116.96,-116.96
2178,-119.0812,-119.0812
2179,-116.1654,-116.1654
2180,-122.7746,-122.7746
2181,-123.84,-123.84
2182,-121.6101,-121.6101
2183,-119.5143,-119.5143
2184,-118.7652,-118.7652
2185,-123.9035,-123.9035
2186,-120.966,-120.966
2187,-121.6064,-121.6064
2188,-119.0626,-119.0626
2189,-129.4015,-129.4015
2190,-122.3269,-122.3269
2191,-121.3222,-121.3222
2192,-119.5089,-119.5089
2193,-120.6502,-120.6502
2194,-125.4051,-125.4051
2195,-121.8785,-121.8785
2196,-123.8713,-123.8713
2197,-117.8775,-117.8775
2198,-122.2674,-122.2674
2199,-124.4165,-124.4165
2200,-121.589,-121.589
2201,-119.2018,-119.2018
2202,-125.4736,-125.4736
2203,-121.2607,-121.2607
2204,-121.6495,-121.6495
2205,-118.7952,-118.7952
2206,-118.8412,-118.8412
2207,-124.1526,-124.1526
2208,-124.1744,-124.1744
2209,-119.5504,-119.5504
2210,-127.1616,-127.1616
2211,-118.1976,-118.1976
2212,-121.323,-121.323
2213,-122.3104,-122.3104
2214,-124.8627,-124.8627
2215,-125.8811,-125.8811
2216,-124.7914,-124.7914
2217,-100.8188,-100.8188
2218,-95.33125,-95.33125
2219,-95.276,-95.276
2220,-95.41525,-95.41525
2221,-101.5205,-101.5205
2222,-100.069,-100.069
2223,-63.83683,-63.83683
2224,-63.84574,-63.84574
2225,-77.52356,-77.52356
2226,-88.60707,-88.60707
2227,-93.33372,-93.33372
2228,-79.40278,-79.40278
2229,-83.70184,-83.70184
2230,-75.98326,-75.98326
2231,-79.72499,-79.72499
2232,-76.06987,-76.06987
2233,-92.76801,-92.76801
2234,-78.90285,-78.90285
2235,-84.68153,-84.68153
2236,-84.71373,-84.71373
2237,-78.4529,-78.4529
2238,-78.93061,-78.93061
2239,-90.44405,-90.44405
2240,-80.60455,-80.60455
2241,-76.91354,-76.91354
2242,-89.30945,-89.30945
2243,-78.92731,-78.92731
2244,-91.41945,-91.41945
2245,-83.47763,-83.47763
2246,-89.2351,-89.2351
2247,-76.3948,-76.3948
2248,-76.43772,-76.43772
2249,-69.55,-69.55
2250,-76.601,-76.601
2251,-78.64526,-78.64526
2252,-76.85125,-76.85125
2253,-110.13,-110.13
2254,-106.0525,-106.0525
2255,-107.7171,-107.7171
2256,-105.8799,-105.8799
2257,-103.9236,-103.9236
2258,-136.2924,-136.2924
2259,-107.7,-107.7
2260,-106.3681,-106.3681
2261,-106.1143,-106.1143
2262,-105.4458,-105.4458
2263,-107.1771,-107.1771
2264,-105.4917,-105.4917
2265,-106.6035,-106.6035
2266,-106.3466,-106.3466
2267,-105.8226,-105.8226
2268,-105.1744,-105.1744
2269,-105.3812,-105.3812
2270,-107.575,-107.575
2271,-106.0417,-106.0417
2272,-105.0354,-105.0354
2273,-106.3625,-106.3625
2274,-106.171,-106.171
2275,-105.0138,-105.0138
2276,-107.9584,-107.9584
2277,-108.1292,-108.1292
2278,-107.4667,-107.4667
2279,-106.7084,-106.7084
2280,-105.0787,-105.0787
2281,-106.1215,-106.1215
2282,-107.4381,-107.4381
2283,-107.1971,-107.1971
2284,-106.7522,-106.7522
2285,-107.8708,-107.8708
2286,-106.7682,-106.7682
2287,-106.3325,-106.3325
2288,-108.1098,-108.1098
2289,-106.541,-106.541
2290,-106.6735,-106.6735
2291,-106.4745,-106.4745
2292,-106.4213,-106.4213
2293,-107.501,-107.501
2294,-105.275,-105.275
2295,-105.2869,-105.2869
2296,-105.047,-105.047
2297,-105.5728,-105.5728
2298,-105.9111,-105.9111
2299,-105.4147,-105.4147
2300,-72.46315,-72.46315
2301,-73.00099,-73.00099
2302,-73.35194,-73.35194
2303,-72.30142,-72.30142
2304,-71.95564,-71.95564
2305,-75.3793,-75.3793
2306,-75.36536,-75.36536
2307,-75.18375,-75.18375
2308,-82.75685,-82.75685
2309,-82.42065,-82.42065
2310,-82.03495,-82.03495
2311,-80.933,-80.933
2312,-81.31985,-81.31985
2313,-81.07385,-81.07385
2314,-81.59005,-81.59005
2315,-81.8642,-81.8642
2316,-80.5158,-80.5158
2317,-80.17845,-80.17845
2318,-80.86715,-80.86715
2319,-81.3142,-81.3142
2320,-81.95285,-81.95285
2321,-81.63025,-81.63025
2322,-85.4427,-85.4427
2323,-81.8768,-81.8768
2324,-81.39806,-81.39806
2325,-82.1426,-82.1426
2326,-82.58765,-82.58765
2327,-85.0681,-85.0681
2328,-82.20475,-82.20475
2329,-81.30249,-81.30249
2330,-81.6143,-81.6143
2331,-87.00008,-87.00008
2332,-81.8945,-81.8945
2333,-81.08198,-81.08198
2334,-81.45421,-81.45421
2335,-82.055,-82.055
2336,-81.4692,-81.4692
2337,-81.6455,-81.6455
2338,-85.64108,-85.64108
2339,-81.71505,-81.71505
2340,-80.96515,-80.96515
2341,-81.898,-81.898
2342,-81.649,-81.649
2343,-85.97701,-85.97701
2344,-81.3615,-81.3615
2345,-81.49433,-81.49433
2346,-81.8995,-81.8995
2347,-81.1498,-81.1498
2348,-81.5545,-81.5545
2349,-80.98849,-80.98849
2350,-81.58581,-81.58581
2351,-80.27977,-80.27977
2352,-82.391,-82.391
2353,-81.89438,-81.89438
2354,-82.124,-82.124
2355,-81.356,-81.356
2356,-81.0834,-81.0834
2357,-81.78879,-81.78879
2358,-81.8539,-81.8539
2359,-81.2521,-81.2521
2360,-82.87125,-82.87125
2361,-85.11039,-85.11039
2362,-81.90182,-81.90182
2363,-82.8436,-82.8436
2364,-82.11083,-82.11083
2365,-81.303,-81.303
2366,-81.45354,-81.45354
2367,-85.685,-85.685
2368,-82.38086,-82.38086
2369,-81.14076,-81.14076
2370,-80.87379,-80.87379
2371,-86.68372,-86.68372
2372,-81.9347,-81.9347
2373,-82.05391,-82.05391
2374,-86.65,-86.65
2375,-81.11927,-81.11927
2376,-81.8592,-81.8592
2377,-80.48412,-80.48412
2378,-82.28943,-82.28943
2379,-83.649,-83.649
2380,-81.8992,-81.8992
2381,-87.265,-87.265
2382,-82.0125,-82.0125
2383,-81.99105,-81.99105
2384,-81.80539,-81.80539
2385,-83.89289,-83.89289
2386,-82.20726,-82.20726
2387,-82.34611,-82.34611
2388,-82.92592,-82.92592
2389,-81.7624,-81.7624
2390,-81.43248,-81.43248
2391,-81.12167,-81.12167
2392,-82.61581,-82.61581
2393,-81.69245,-81.69245
2394,-83.48494,-83.48494
2395,-82.11937,-82.11937
2396,-82.96643,-82.96643
2397,-81.13924,-81.13924
2398,-81.3215,-81.3215
2399,-81.96517,-81.96517
2400,-81.78307,-81.78307
2401,-81.32394,-81.32394
2402,-81.00677,-81.00677
2403,-81.41444,-81.41444
2404,-81.23386,-81.23386
2405,-82.71979,-82.71979
2406,-82.44075,-82.44075
2407,-81.03185,-81.03185
2408,-80.94411,-80.94411
2409,-82.04508,-82.04508
2410,-80.31353,-80.31353
2411,-80.48021,-80.48021
2412,-81.97549,-81.97549
2413,-82.30699,-82.30699
2414,-81.35342,-81.35342
2415,-81.64948,-81.64948
2416,-81.4048,-81.4048
2417,-86.54302,-86.54302
2418,-81.03941,-81.03941
2419,-81.21989,-81.21989
2420,-81.87347,-81.87347
2421,-81.01299,-81.01299
2422,-81.95499,-81.95499
2423,-81.02086,-81.02086
2424,-82.35606,-82.35606
2425,-85.4937,-85.4937
2426,-81.7089,-81.7089
2427,-80.18501,-80.18501
2428,-80.79379,-80.79379
2429,-81.51359,-81.51359
2430,-81.55172,-81.55172
2431,-82.74918,-82.74918
2432,-85.8055,-85.8055
2433,-82.63696,-82.63696
2434,-84.68864,-84.68864
2435,-84.7038,-84.7038
2436,-84.6971,-84.6971
2437,-84.20175,-84.20175
2438,-84.43484,-84.43484
2439,-85.4034,-85.4034
2440,-84.57616,-84.57616
2441,-81.88995,-81.88995
2442,-82.13665,-82.13665
2443,-84.50055,-84.50055
2444,-85.3297,-85.3297
2445,-80.89485,-80.89485
2446,-85.39171,-85.39171
2447,-82.2464,-82.2464
2448,-83.8329,-83.8329
2449,-84.25755,-84.25755
2450,-85.34145,-85.34145
2451,-83.76585,-83.76585
2452,-84.80283,-84.80283
2453,-83.07575,-83.07575
2454,-83.77232,-83.77232
2455,-85.3582,-85.3582
2456,-82.77173,-82.77173
2457,-83.62215,-83.62215
2458,-83.59509,-83.59509
2459,-81.34159,-81.34159
2460,-85.15337,-85.15337
2461,-81.47213,-81.47213
2462,-84.6216,-84.6216
2463,-82.4975,-82.4975
2464,-85.10299,-85.10299
2465,-84.0354,-84.0354
2466,-83.78375,-83.78375
2467,-84.02254,-84.02254
2468,-83.18237,-83.18237
2469,-83.6746,-83.6746
2470,-84.79601,-84.79601
2471,-82.74675,-82.74675
2472,-84.78122,-84.78122
2473,-85.19659,-85.19659
2474,-83.57655,-83.57655
2475,-85.42266,-85.42266
2476,-84.79704,-84.79704
2477,-83.45181,-83.45181
2478,-84.16016,-84.16016
2479,-85.35133,-85.35133
2480,-82.24796,-82.24796
2481,-84.3453,-84.3453
2482,-84.60457,-84.60457
2483,-83.69681,-83.69681
2484,-85.01929,-85.01929
2485,-82.30919,-82.30919
2486,-96.01464,-96.01464
2487,-91.4261,-91.4261
2488,-94.3841,-94.3841
2489,-92.73979,-92.73979
2490,-96.47562,-96.47562
2491,-90.59601,-90.59601
2492,-91.75641,-91.75641
2493,-93.85965,-93.85965
2494,-90.55585,-90.55585
2495,-91.59415,-91.59415
2496,-92.06343,-92.06343
2497,-94.20245,-94.20245
2498,-91.57033,-91.57033
2499,-90.84215,-90.84215
2500,-95.12505,-95.12505
2501,-94.01338,-94.01338
2502,-91.17154,-91.17154
2503,-115.2088,-115.2088
2504,-113.8441,-113.8441
2505,-114.9221,-114.9221
2506,-112.6467,-112.6467
2507,-116.1842,-116.1842
2508,-116.322,-116.322
2509,-116.6079,-116.6079
2510,-115.3106,-115.3106
2511,-115.8405,-115.8405
2512,-114.655,-114.655
2513,-111.4418,-111.4418
2514,-116.0969,-116.0969
2515,-116.211,-116.211
2516,-116.71,-116.71
2517,-116.4873,-116.4873
2518,-111.5212,-111.5212
2519,-115.8596,-115.8596
2520,-89.952,-89.952
2521,-91.3883,-91.3883
2522,-88.3461,-88.3461
2523,-89.30435,-89.30435
2524,-89.1979,-89.1979
2525,-90.1498,-90.1498
2526,-87.97622,-87.97622
2527,-89.34285,-89.34285
2528,-88.53872,-88.53872
2529,-89.585,-89.585
2530,-90.1,-90.1
2531,-88.55,-88.55
2532,-88.50061,-88.50061
2533,-88.4375,-88.4375
2534,-88.9319,-88.9319
2535,-87.7424,-87.7424
2536,-88.9487,-88.9487
2537,-89.0,-89.0
2538,-89.4205,-89.4205
2539,-89.45728,-89.45728
2540,-88.65912,-88.65912
2541,-88.7476,-88.7476
2542,-88.09506,-88.09506
2543,-89.04518,-89.04518
2544,-89.80123,-89.80123
2545,-90.28404,-90.28404
2546,-89.41539,-89.41539
2547,-89.73378,-89.73378
2548,-89.56981,-89.56981
2549,-87.76622,-87.76622
2550,-89.95824,-89.95824
2551,-88.18031,-88.18031
2552,-89.99568,-89.99568
2553,-88.7584,-88.7584
2554,-88.62624,-88.62624
2555,-88.2886,-88.2886
2556,-89.68079,-89.68079
2557,-89.66525,-89.66525
2558,-88.01345,-88.01345
2559,-89.599,-89.599
2560,-87.76622,-87.76622
2561,-90.4049,-90.4049
2562,-90.0,-90.0
2563,-89.53419,-89.53419
2564,-90.14547,-90.14547
2565,-89.6845,-89.6845
2566,-90.6757,-90.6757
2567,-90.22054,-90.22054
2568,-87.80624,-87.80624
2569,-88.07554,-88.07554
2570,-89.03049,-89.03049
2571,-88.83003,-88.83003
2572,-87.86476,-87.86476
2573,-88.98228,-88.98228
2574,-88.50196,-88.50196
2575,-88.66103,-88.66103
2576,-90.19624,-90.19624
2577,-87.7313,-87.7313
2578,-89.61281,-89.61281
2579,-90.68208,-90.68208
2580,-87.75156,-87.75156
2581,-90.14547,-90.14547
2582,-89.15173,-89.15173
2583,-89.36896,-89.36896
2584,-89.38184,-89.38184
2585,-90.7771,-90.7771
2586,-89.65926,-89.65926
2587,-89.48825,-89.48825
2588,-90.78947,-90.78947
2589,-90.17844,-90.17844
2590,-87.5321,-87.5321
2591,-90.06338,-90.06338
2592,-90.53175,-90.53175
2593,-90.1173,-90.1173
2594,-87.90503,-87.90503
2595,-87.869,-87.869
2596,-87.79683,-87.79683
2597,-87.8617,-87.8617
2598,-90.0775,-90.0775
2599,-89.9758,-89.9758
2600,-88.47835,-88.47835
2601,-87.84415,-87.84415
2602,-87.7714,-87.7714
2603,-87.60555,-87.60555
2604,-89.7915,-89.7915
2605,-89.79143,-89.79143
2606,-87.62597,-87.62597
2607,-89.45454,-89.45454
2608,-89.87602,-89.87602
2609,-86.911,-86.911
2610,-86.23506,-86.23506
2611,-86.19055,-86.19055
2612,-86.05825,-86.05825
2613,-87.41805,-87.41805
2614,-85.5045,-85.5045
2615,-85.01295,-85.01295
2616,-85.84489,-85.84489
2617,-86.81714,-86.81714
2618,-86.93636,-86.93636
2619,-87.08955,-87.08955
2620,-87.0796,-87.0796
2621,-85.3149,-85.3149
2622,-85.57069,-85.57069
2623,-86.49139,-86.49139
2624,-85.95914,-85.95914
2625,-86.38894,-86.38894
2626,-86.4324,-86.4324
2627,-85.57882,-85.57882
2628,-86.3356,-86.3356
2629,-95.35479,-95.35479
2630,-98.12825,-98.12825
2631,-97.424,-97.424
2632,-94.97862,-94.97862
2633,-94.7844,-94.7844
2634,-94.9,-94.9
2635,-95.488,-95.488
2636,-95.74633,-95.74633
2637,-95.70296,-95.70296
2638,-97.58336,-97.58336
2639,-96.35309,-96.35309
2640,-97.56253,-97.56253
2641,-97.56185,-97.56185
2642,-94.4955,-94.4955
2643,-94.477,-94.477
2644,-87.40585,-87.40585
2645,-82.89059,-82.89059
2646,-85.89175,-85.89175
2647,-82.643,-82.643
2648,-83.49205,-83.49205
2649,-85.26247,-85.26247
2650,-82.353,-82.353
2651,-86.0163,-86.0163
2652,-83.21735,-83.21735
2653,-86.1358,-86.1358
2654,-85.359,-85.359
2655,-82.70584,-82.70584
2656,-86.1425,-86.1425
2657,-85.67188,-85.67188
2658,-83.69043,-83.69043
2659,-83.16293,-83.16293
2660,-82.81679,-82.81679
2661,-85.00044,-85.00044
2662,-83.79678,-83.79678
2663,-87.64487,-87.64487
2664,-82.74595,-82.74595
2665,-82.70393,-82.70393
2666,-82.89404,-82.89404
2667,-82.13403,-82.13403
2668,-82.44214,-82.44214
2669,-84.0821,-84.0821
2670,-83.41575,-83.41575
2671,-86.35931,-86.35931
