,address,city,cuisines,latitude,longitude,name,postalcode,websites
1140,3892 Mayberry Dr,Reno,"Mexican,Mexican Restaurants",39.507496,-119.85884,Buenos Grill,89519,http://www.buenosgrill.com
1141,3892 Mayberry Dr,Reno,"Mexican,Mexican Restaurants",39.507496,-119.85884,Buenos Grill,89519,http://www.buenosgrill.com
1142,715 Lenoir Rhyne Blvd S E,Hickory,Mexican Restaurants,35.723764692,-81.32007122,Rancho Viejo Mexican Grill,28602,
1143,715 Lenoir Rhyne Blvd S E,Hickory,Mexican Restaurants,35.723764692,-81.32007122,Rancho Viejo Mexican Grill,28602,
1154,561 W Campbell Rd,Richardson,"Mexican,Mexican Restaurants",32.976538087,-96.738148927,Fuzzy's Taco Shop,75080,"http://fuzzystacoshop.com,http://www.fuzzystacoshop.com"
1167,1621 Edinger Ave,Tustin,Mexican Restaurants,33.72151828,-117.8266677,Fresca's Mexican Grill,92780,http://www.frescas.com
1169,2699 Monument Blvd,Concord,Mexican Restaurants,37.963696,-122.031685,El Yahualica Tacos,94520,
1170,2699 Monument Blvd,Concord,Mexican Restaurants,37.963696,-122.031685,El Yahualica Tacos,94520,
1171,2699 Monument Blvd,Concord,Mexican Restaurants,37.963696,-122.031685,El Yahualica Tacos,94520,
1172,11 Park Pl,New York,Mexican,40.712786835,-74.008709716,Sabor De M̩xico,10007,http://littleitalypizzaparkplacenyc.com
1173,11 Park Pl,New York,Mexican,40.712786835,-74.008709716,Sabor De M̩xico,10007,http://littleitalypizzaparkplacenyc.com
1191,2516 Hennepin Ave S,Minneapolis,Mexican,44.956698,-93.295962,Nico's Taco and Tequila Bar,55405,http://www.nicostacobar.com/
1239,565 Sebastopol Rd,Santa Rosa,Mexican,38.4303465,-122.7272929,Taquerita el Favorito,95407,http://elfarolitoinc.com
1240,565 Sebastopol Rd,Santa Rosa,Mexican,38.4303465,-122.7272929,Taquerita el Favorito,95407,http://elfarolitoinc.com
1241,565 Sebastopol Rd,Santa Rosa,Mexican,38.4303465,-122.7272929,Taquerita el Favorito,95407,http://elfarolitoinc.com
1242,393 W State St,Eagle,Latin American Restaurants,43.695118,-116.35848,Casa Mexico,83616,http://www.casamexicoidaho.com
1243,393 W State St,Eagle,Latin American Restaurants,43.695118,-116.35848,Casa Mexico,83616,http://www.casamexicoidaho.com
1244,393 W State St,Eagle,Latin American Restaurants,43.695118,-116.35848,Casa Mexico,83616,http://www.casamexicoidaho.com
1254,10433 NW 41st St,Miami,Mexican,25.811936118,-80.36649298,Fiesta Mexican Grill,33178,http://fiestamexicangrill.com
1255,10433 NW 41st St,Miami,Mexican,25.811936118,-80.36649298,Fiesta Mexican Grill,33178,http://fiestamexicangrill.com
1256,748 Huntington Ave,Boston,Mexican,42.33382,-71.105734,Montecristo Mexican Grill,2115,http://www.montecristomexicangrill.com
1257,748 Huntington Ave,Boston,Mexican,42.33382,-71.105734,Montecristo Mexican Grill,2115,http://www.montecristomexicangrill.com
1268,108 Poplar St,College Station,Latin American Restaurants,30.627951615,-96.3334523,Fuego Tortilla Grill,77840,http://fuegotortillagrill.com
1269,108 Poplar St,College Station,Latin American Restaurants,30.627951615,-96.3334523,Fuego Tortilla Grill,77840,http://fuegotortillagrill.com
1270,108 Poplar St,College Station,Latin American Restaurants,30.627951615,-96.3334523,Fuego Tortilla Grill,77840,http://fuegotortillagrill.com
1281,315 San Fernando Mission Blvd,San Fernando,Mexican Restaurants,34.28408,-118.444587366,El Gallo Giro,91340,http://gallogiro.com
1282,315 San Fernando Mission Blvd,San Fernando,Mexican Restaurants,34.28408,-118.444587366,El Gallo Giro,91340,http://gallogiro.com
1317,1473 Lincoln Ave,Calistoga,Mexican,38.579994,-122.578953,Puerto Vallarta Restaurant,94515,http://www.calistoga-realty.com
1318,1473 Lincoln Ave,Calistoga,Mexican,38.579994,-122.578953,Puerto Vallarta Restaurant,94515,http://www.calistoga-realty.com
1319,1473 Lincoln Ave,Calistoga,Mexican,38.579994,-122.578953,Puerto Vallarta Restaurant,94515,http://www.calistoga-realty.com
1320,1473 Lincoln Ave,Calistoga,Mexican,38.579994,-122.578953,Puerto Vallarta Restaurant,94515,http://www.calistoga-realty.com
1321,1473 Lincoln Ave,Calistoga,Mexican,38.579994,-122.578953,Puerto Vallarta Restaurant,94515,http://www.calistoga-realty.com
1328,1116 Madison St,Oak Park,Mexican,41.879811,-87.803122,New Rebozo,60302,http://www.newrebozo.com
1329,1116 Madison St,Oak Park,Mexican,41.879811,-87.803122,New Rebozo,60302,http://www.newrebozo.com
1330,1116 Madison St,Oak Park,Mexican,41.879811,-87.803122,New Rebozo,60302,http://www.newrebozo.com
1331,1116 Madison St,Oak Park,Mexican,41.879811,-87.803122,New Rebozo,60302,http://www.newrebozo.com
1332,35134 Yucaipa Blvd,Yucaipa,Mexican Restaurants,34.03388,-117.03815,Bonita's Mexican Food,92399,http://www.bonitasmexicanfood.com
1333,35134 Yucaipa Blvd,Yucaipa,Mexican Restaurants,34.03388,-117.03815,Bonita's Mexican Food,92399,http://www.bonitasmexicanfood.com
1334,35134 Yucaipa Blvd,Yucaipa,Mexican Restaurants,34.03388,-117.03815,Bonita's Mexican Food,92399,http://www.bonitasmexicanfood.com
1335,35134 Yucaipa Blvd,Yucaipa,Mexican Restaurants,34.03388,-117.03815,Bonita's Mexican Food,92399,http://www.bonitasmexicanfood.com
1336,35134 Yucaipa Blvd,Yucaipa,Mexican Restaurants,34.03388,-117.03815,Bonita's Mexican Food,92399,http://www.bonitasmexicanfood.com
1343,10246 Main St,Bellevue,Latin American Restaurants,47.61019,-122.20356,La Cocina Del Puerco,98004,http://lacocinadelpuerco.net
1344,10246 Main St,Bellevue,Latin American Restaurants,47.61019,-122.20356,La Cocina Del Puerco,98004,http://lacocinadelpuerco.net
1345,10540 Baseline Rd,Rancho Cucamonga,Mexican Restaurants,34.121860252,-117.575285003,Salsitas Mexican Grill,91701,http://salsitas.healthcity.com
1346,1601 Pearl St,Boulder,Latin American Restaurants,40.019153,-105.274594,Aji Restaurant,80302,http://ajirestaurant.com
1347,1601 Pearl St,Boulder,Latin American Restaurants,40.019153,-105.274594,Aji Restaurant,80302,http://ajirestaurant.com
1348,801 N Black Horse Pike,Runnemede,"Mexican,Mexican Restaurants",39.85568,-75.07522,El Tequila Mexican Restaurant,8078,
1349,801 N Black Horse Pike,Runnemede,"Mexican,Mexican Restaurants",39.85568,-75.07522,El Tequila Mexican Restaurant,8078,
1350,801 N Black Horse Pike,Runnemede,"Mexican,Mexican Restaurants",39.85568,-75.07522,El Tequila Mexican Restaurant,8078,
1351,801 N Black Horse Pike,Runnemede,"Mexican,Mexican Restaurants",39.85568,-75.07522,El Tequila Mexican Restaurant,8078,
1352,801 N Black Horse Pike,Runnemede,"Mexican,Mexican Restaurants",39.85568,-75.07522,El Tequila Mexican Restaurant,8078,
1361,133 S Las Posas Rd,San Marcos,Mexican Restaurants,33.141953,-117.19215,Taco Bar,92078,http://tacodelmar.com
1421,10803 Westheimer Rd,Houston,Mexican,29.736389728,-95.56734523,El Palenque,77042,http://www.gopalenque.com
1422,10803 Westheimer Rd,Houston,Mexican,29.736389728,-95.56734523,El Palenque,77042,http://www.gopalenque.com
1423,10803 Westheimer Rd,Houston,Mexican,29.736389728,-95.56734523,El Palenque,77042,http://www.gopalenque.com
1424,10803 Westheimer Rd,Houston,Mexican,29.736389728,-95.56734523,El Palenque,77042,http://www.gopalenque.com
1425,4793 Village Square Dr,Paducah,Mexican,37.070485,-88.699652,Casa Mexicana,42001,http://www.thecasamexicana.com
1426,4793 Village Square Dr,Paducah,Mexican,37.070485,-88.699652,Casa Mexicana,42001,http://www.thecasamexicana.com
1427,4793 Village Square Dr,Paducah,Mexican,37.070485,-88.699652,Casa Mexicana,42001,http://www.thecasamexicana.com
1428,11751 S Cleveland Ave,Fort Myers,Mexican Restaurants,26.570173,-81.87191,Chile Ranchero Inc,33907,
1429,11751 S Cleveland Ave,Fort Myers,Mexican Restaurants,26.570173,-81.87191,Chile Ranchero Inc,33907,
1430,11751 S Cleveland Ave,Fort Myers,Mexican Restaurants,26.570173,-81.87191,Chile Ranchero Inc,33907,
1446,2548 Broadway St,Pearland,Mexican Restaurants,29.552933,-95.25614,Taqueria La Famosa,77581,http://www.facebook.com/TaqueriaLaFamosa
1447,2548 Broadway St,Pearland,Mexican Restaurants,29.552933,-95.25614,Taqueria La Famosa,77581,http://www.facebook.com/TaqueriaLaFamosa
1448,2548 Broadway St,Pearland,Mexican Restaurants,29.552933,-95.25614,Taqueria La Famosa,77581,http://www.facebook.com/TaqueriaLaFamosa
1449,2548 Broadway St,Pearland,Mexican Restaurants,29.552933,-95.25614,Taqueria La Famosa,77581,http://www.facebook.com/TaqueriaLaFamosa
1450,2548 Broadway St,Pearland,Mexican Restaurants,29.552933,-95.25614,Taqueria La Famosa,77581,http://www.facebook.com/TaqueriaLaFamosa
1451,805 W Jefferson St,Shorewood,Mexican Restaurants,41.521469,-88.206577,Casa Maya,60404,
1477,607 Valley Ave,Solana Beach,Mexican,32.989193,-117.258663,Fidel's Little Mexico,92075,http://www.fidelslittlemexico.com
1478,607 Valley Ave,Solana Beach,Mexican,32.989193,-117.258663,Fidel's Little Mexico,92075,http://www.fidelslittlemexico.com
1479,607 Valley Ave,Solana Beach,Mexican,32.989193,-117.258663,Fidel's Little Mexico,92075,http://www.fidelslittlemexico.com
1480,607 Valley Ave,Solana Beach,Mexican,32.989193,-117.258663,Fidel's Little Mexico,92075,http://www.fidelslittlemexico.com
1481,607 Valley Ave,Solana Beach,Mexican,32.989193,-117.258663,Fidel's Little Mexico,92075,http://www.fidelslittlemexico.com
1482,25 High St,New Haven,Latin American Restaurants,41.306888434,-72.931133479,Rubamba,6510,"http://www.rubamba.com,http://rubambanewhaven.com"
1483,25 High St,New Haven,Latin American Restaurants,41.306888434,-72.931133479,Rubamba,6510,"http://www.rubamba.com,http://rubambanewhaven.com"
1523,3830 S Staples St,Corpus Christi,Mexican Restaurants,27.738471974,-97.386524282,Taqueria Jalisco,78411,
1524,9214 45th Ave S W,Seattle,Mexican Restaurants,47.5208,-122.39023,Guadalajara,98136,http://guadalajararest.com
1525,9214 45th Ave S W,Seattle,Mexican Restaurants,47.5208,-122.39023,Guadalajara,98136,http://guadalajararest.com
1526,4220 E Madison St,Seattle,"Latin American Restaurants,Mexican",47.636176,-122.277693,Cactus Restaurant,98112,"http://www.cactusrestaurants.com,http://cactusrestaurants.com"
1527,4220 E Madison St,Seattle,"Latin American Restaurants,Mexican",47.636176,-122.277693,Cactus Restaurant,98112,"http://www.cactusrestaurants.com,http://cactusrestaurants.com"
1541,9292 Carlton Hills Blvd,Santee,"Mexican,Mexican Restaurants",32.84533,-116.99825,Estrada's Mexican Food,92071,http://www.estradasmexicanfood.com
1542,4389 S Carson St,Carson City,Latin American Restaurants,39.127705522,-119.769874191,El Charro Avitia,89701,
1543,12821 S E 38th St,Bellevue,Latin American Restaurants,47.575789087,-122.168356847,Ooba Tooba,98006,http://oobatooba.com
1544,12821 S E 38th St,Bellevue,Latin American Restaurants,47.575789087,-122.168356847,Ooba Tooba,98006,http://oobatooba.com
1545,12821 S E 38th St,Bellevue,Latin American Restaurants,47.575789087,-122.168356847,Ooba Tooba,98006,http://oobatooba.com
1546,12821 S E 38th St,Bellevue,Latin American Restaurants,47.575789087,-122.168356847,Ooba Tooba,98006,http://oobatooba.com
1547,1441 Denver Ave,Loveland,Mexican Restaurants,40.40817,-105.04465,Big City Burrito,80538,http://www.bigcityburrito.com
1561,118 Washington Ave,Highwood,Latin American Restaurants,42.207294,-87.812805,Tacos el Norte,60040,http://tacoselnortehighwood.com
1562,118 Washington Ave,Highwood,Latin American Restaurants,42.207294,-87.812805,Tacos el Norte,60040,http://tacoselnortehighwood.com
1563,118 Washington Ave,Highwood,Latin American Restaurants,42.207294,-87.812805,Tacos el Norte,60040,http://tacoselnortehighwood.com
1564,118 Washington Ave,Highwood,Latin American Restaurants,42.207294,-87.812805,Tacos el Norte,60040,http://tacoselnortehighwood.com
1565,118 Washington Ave,Highwood,Latin American Restaurants,42.207294,-87.812805,Tacos el Norte,60040,http://tacoselnortehighwood.com
1577,2647 N Veterans Blvd,Eagle Pass,Mexican,28.73187622,-100.480002588,Danny's Restaurant,78852,
1578,9030 W Peoria Ave,Peoria,Latin American Restaurants,33.581266073,-112.253633338,Carolina's Mexican Food,85345,http://www.carolinasmexicanfood.com
1579,9030 W Peoria Ave,Peoria,Latin American Restaurants,33.581266073,-112.253633338,Carolina's Mexican Food,85345,http://www.carolinasmexicanfood.com
1580,9030 W Peoria Ave,Peoria,Latin American Restaurants,33.581266073,-112.253633338,Carolina's Mexican Food,85345,http://www.carolinasmexicanfood.com
